ProblemID,QueryID,?Refuted,Counterexample,Time,?VeriEQLRefuted,VeriEQL time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,solving times,AST size,nodes changed
1587,256,,,,False,0.512328,,,,,,,,
1587,257,,,,False,0.589275,,,,,,,,
1587,258,,,,False,0.585467,,,,,,,,
1587,259,,,,False,1.059494,,,,,,,,
1587,260,,,,False,0.554819,,,,,,,,
1587,261,,,,False,0.54782,,,,,,,,
1587,262,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",0.147226,False,0.529145,3.0,1.0,0.0,[3],[8],"[0.014933, 0.016786]",8.0,[4]
1587,263,,,,False,0.510742,,,,,,,,
1587,264,,,,False,0.516646,,,,,,,,
1587,265,,,,False,0.508391,,,,,,,,
1587,266,,,,False,0.596516,,,,,,,,
1587,267,,,,False,0.493854,,,,,,,,
1587,268,,,,False,0.5446489999999999,,,,,,,,
1587,269,,,,False,0.543875,,,,,,,,
1587,270,,,,False,0.5394140000000001,,,,,,,,
1587,271,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",0.559657,False,0.578623,3.0,1.0,0.0,[3],[7],"[0.104139, 0.024024]",7.0,[4]
1587,272,,,,False,0.539608,,,,,,,,
1587,273,,,,False,0.537893,,,,,,,,
1587,274,,,,False,0.5585,,,,,,,,
1587,275,,,,False,0.326045,,,,,,,,
1587,276,,,,False,0.548312,,,,,,,,
1587,277,,,,False,0.5460769999999999,,,,,,,,
1587,278,,,,False,0.554843,,,,,,,,
1587,279,,,,False,1.121456,,,,,,,,
1587,280,,,,False,0.5943080000000001,,,,,,,,
1587,281,,,,False,0.529282,,,,,,,,
1587,282,,,,False,0.562848,,,,,,,,
1587,283,,,,False,0.5459930000000001,,,,,,,,
1587,284,,,,False,0.572067,,,,,,,,
1587,285,,,,False,0.547269,,,,,,,,
1587,286,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [19, None, 10001, '1000-01-22'], [12, None, 0, '1000-01-19']]}",0.143982,False,0.576962,3.0,1.0,0.0,[3],[7],"[0.003003, 0.005739]",7.0,[4]
1587,287,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",0.154671,False,0.607097,3.0,1.0,0.0,[3],[7],"[0.003781, 0.005685]",7.0,[4]
1587,288,,,,False,0.550775,,,,,,,,
1587,289,,,,False,0.548237,,,,,,,,
1587,290,,,,False,0.5587409999999999,,,,,,,,
1587,291,,,,False,0.563647,,,,,,,,
1587,292,,,,False,0.545394,,,,,,,,
1587,293,,,,False,0.537562,,,,,,,,
1587,294,,,,False,0.551538,,,,,,,,
1587,295,,,,False,0.573713,,,,,,,,
1587,296,,,,False,0.568488,,,,,,,,
1587,297,,,,True,0.536026,,,,,,,,
1587,298,,,,False,0.338309,,,,,,,,
1587,299,,,,False,0.59114,,,,,,,,
1587,300,,,,False,0.538836,,,,,,,,
1587,301,,,,False,0.540092,,,,,,,,
1587,302,,,,False,0.57171,,,,,,,,
1587,303,,,,False,0.555564,,,,,,,,
1587,304,,,,False,0.5507759999999999,,,,,,,,
1587,305,,,,False,0.5618879999999999,,,,,,,,
1587,306,,,,False,0.592804,,,,,,,,
1587,307,,,,False,0.596811,,,,,,,,
1587,308,,,,False,0.591658,,,,,,,,
1587,309,,,,False,0.561266,,,,,,,,
1587,310,,,,False,0.583707,,,,,,,,
1587,311,,,,False,0.6124780000000001,,,,,,,,
1587,312,,,,False,0.562507,,,,,,,,
1587,313,,,,False,0.544326,,,,,,,,
1587,314,,,,False,0.559625,,,,,,,,
1587,315,,,,False,0.531112,,,,,,,,
1587,316,,,,False,0.541263,,,,,,,,
1587,317,,,,False,0.519082,,,,,,,,
1587,318,,,,False,0.519944,,,,,,,,
1587,319,,,,False,0.303093,,,,,,,,
1587,320,,,,False,0.531867,,,,,,,,
1587,321,,,,False,0.519133,,,,,,,,
1587,322,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [17, None, 9432, None], [10, None, 569, '1000-01-17']]}",0.279006,False,0.580668,3.0,1.0,0.0,[3],[7],"[0.039646, 0.040136]",7.0,[4]
1587,323,,,,False,0.553141,,,,,,,,
1587,324,,,,False,0.589758,,,,,,,,
1587,325,,,,False,0.548173,,,,,,,,
1587,326,,,,False,0.520732,,,,,,,,
1587,327,,,,False,0.516999,,,,,,,,
1587,328,,,,False,0.516958,,,,,,,,
1587,329,,,,False,0.541507,,,,,,,,
1587,330,,,,False,,,,,,,,,
1587,331,,,,False,0.502453,,,,,,,,
1587,332,,,,False,0.511501,,,,,,,,
1587,333,,,,False,0.504452,,,,,,,,
1587,334,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [14, None, 10001, '1000-01-22'], [13, None, None, '1000-01-24']]}",0.513061,False,0.619067,3.0,1.0,0.0,[3],[8],"[0.035656, 0.139555]",8.0,[4]
1587,335,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [14, None, 10001, None]]}",0.131755,False,0.6102350000000001,3.0,1.0,0.0,[3],[9],"[0.002323, 0.005889]",9.0,[4]
1587,336,,,,False,0.5037240000000001,,,,,,,,
1587,337,,,,False,0.507886,,,,,,,,
1587,338,,,,False,0.513034,,,,,,,,
1587,339,,,,False,0.5060250000000001,,,,,,,,
1587,340,,,,False,0.505447,,,,,,,,
1587,341,,,,False,0.298215,,,,,,,,
1587,342,,,,False,0.517811,,,,,,,,
1587,343,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [14, None, 10001, None]]}",0.209573,False,0.62405,3.0,1.0,0.0,[3],[9],"[0.01556, 0.023031]",9.0,[4]
1587,344,,,,False,0.538603,,,,,,,,
1587,345,,,,False,0.5492349999999999,,,,,,,,
1587,346,,,,False,0.540133,,,,,,,,
1587,347,,,,False,0.551094,,,,,,,,
1587,348,,,,False,0.554352,,,,,,,,
1587,349,,,,False,0.5284979999999999,,,,,,,,
1587,350,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",0.99644,False,0.602993,3.0,1.0,0.0,[3],[7],"[0.047686, 0.244121]",7.0,[4]
1587,351,,,,False,0.576295,,,,,,,,
1587,352,,,,False,0.5482670000000001,,,,,,,,
1587,353,,,,False,0.585786,,,,,,,,
1587,354,,,,False,0.560949,,,,,,,,
1587,355,,,,False,,,,,,,,,
1587,356,,,,False,0.557607,,,,,,,,
1587,357,,,,False,0.559498,,,,,,,,
1587,358,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [13, None, 10001, None], [12, None, 0, None]]}",0.688968,False,0.583778,3.0,1.0,0.0,[3],[7],"[0.190557, 0.079323]",7.0,[4]
1587,359,,,,False,0.548417,,,,,,,,
1587,360,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",0.346945,False,0.582654,3.0,1.0,0.0,[3],[7],"[0.016703, 0.035055]",7.0,[4]
1587,361,,,,False,0.5307810000000001,,,,,,,,
1587,362,,,,False,0.602406,,,,,,,,
1587,363,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10001, None], [19, None, None, None]]}",0.481873,False,0.3426869999999999,3.0,1.0,0.0,[3],[7],"[0.082998, 0.012817]",7.0,[4]
1587,364,,,,False,0.606875,,,,,,,,
1587,365,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10001, None], [19, None, None, None]]}",0.800603,False,0.6076010000000001,3.0,1.0,0.0,[3],[7],"[0.01792, 0.101556]",7.0,[4]
1587,366,,,,False,0.606316,,,,,,,,
1587,367,,,,False,0.52599,,,,,,,,
1587,368,,,,False,0.52013,,,,,,,,
1587,369,,,,False,,,,,,,,,
1587,370,,,,False,0.628617,,,,,,,,
1587,371,,,,True,0.371898,,,,,,,,
1587,372,,,,False,0.554322,,,,,,,,
1587,373,,,,False,0.531486,,,,,,,,
1587,374,,,,False,0.592369,,,,,,,,
1587,375,,,,False,0.607964,,,,,,,,
1587,376,,,,False,0.5217,,,,,,,,
1587,377,,,,False,0.553432,,,,,,,,
1587,378,,,,True,0.390616,,,,,,,,
1587,379,,,,False,0.60443,,,,,,,,
1587,380,,,,False,0.5698529999999999,,,,,,,,
1587,381,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",1.867298,False,0.6128439999999999,3.0,1.0,0.0,[3],[7],"[0.263641, 0.401037]",7.0,[4]
1587,382,,,,False,0.606909,,,,,,,,
1587,383,,,,False,0.547406,,,,,,,,
1587,384,,,,False,0.57424,,,,,,,,
1587,385,,,,False,0.293948,,,,,,,,
1587,386,,,,False,0.534822,,,,,,,,
1587,387,,,,False,0.5739099999999999,,,,,,,,
1587,388,,,,False,0.537471,,,,,,,,
1587,389,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10001, None]]}",1.035983,False,0.561505,3.0,1.0,0.0,[3],[7],"[0.024276, 0.032353]",7.0,[4]
1587,390,,,,False,0.527741,,,,,,,,
1587,391,,,,False,0.5312399999999999,,,,,,,,
1587,392,,,,False,0.568986,,,,,,,,
1587,393,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [22, None, -881, '1000-01-25'], [15, None, 10881, '1000-01-22']]}",0.640932,True,0.403409,3.0,1.0,0.0,[3],[10],"[0.012399, 0.091702]",10.0,[4]
1587,394,,,,False,0.541316,,,,,,,,
1587,395,,,,True,0.3524199999999999,,,,,,,,
1587,396,,,,False,0.514733,,,,,,,,
1587,397,,,,False,0.5281180000000001,,,,,,,,
1587,398,,,,False,0.578681,,,,,,,,
1587,399,,,,False,0.541095,,,,,,,,
1587,400,,,,False,0.522912,,,,,,,,
1587,401,,,,False,0.538735,,,,,,,,
1587,402,,,,False,0.5412969999999999,,,,,,,,
1587,403,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",30.182207,False,0.5681940000000001,3.0,1.0,0.0,[3],[7],"[0.006149, 0.025298]",7.0,[4]
1587,404,,,,False,0.539482,,,,,,,,
1587,405,,,,False,0.53962,,,,,,,,
1587,406,,,,False,0.490425,,,,,,,,
1587,407,,,,False,0.358168,,,,,,,,
1587,408,,,,False,0.6430750000000001,,,,,,,,
1587,409,,,,False,0.562281,,,,,,,,
1587,410,,,,False,0.588289,,,,,,,,
1587,411,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",0.37897,False,0.567785,3.0,1.0,0.0,[3],[8],"[0.015998, 0.094089]",8.0,[4]
1587,412,,,,False,0.56639,,,,,,,,
1587,413,,,,False,0.532984,,,,,,,,
1587,414,,,,False,0.5611200000000001,,,,,,,,
1587,415,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [19, None, 10001, '1000-01-22'], [12, None, 0, '1000-01-19']]}",0.568856,False,0.620843,3.0,1.0,0.0,[3],[7],"[0.025385, 0.01292]",7.0,[4]
1587,416,,,,False,0.650688,,,,,,,,
1587,417,,,,False,0.589787,,,,,,,,
1587,418,,,,False,0.611837,,,,,,,,
1587,419,,,,False,0.557688,,,,,,,,
1587,420,,,,False,0.610855,,,,,,,,
1587,421,,,,False,0.5794699999999999,,,,,,,,
1587,422,,,,False,0.626815,,,,,,,,
1587,423,,,,False,0.537255,,,,,,,,
1587,424,,,,False,0.562929,,,,,,,,
1587,425,,,,False,0.579613,,,,,,,,
1587,426,,,,False,0.535168,,,,,,,,
1587,427,,,,False,0.586729,,,,,,,,
1587,428,,,,False,0.555936,,,,,,,,
1587,429,,,,False,0.330464,,,,,,,,
1587,430,,,,False,0.518317,,,,,,,,
1587,431,,,,False,0.603299,,,,,,,,
1587,432,,,,False,0.5645560000000001,,,,,,,,
1587,433,,,,True,0.377672,,,,,,,,
1587,434,,,,False,0.579342,,,,,,,,
1587,435,,,,False,0.5237799999999999,,,,,,,,
1587,436,,,,False,0.576387,,,,,,,,
1587,437,,,,False,0.550351,,,,,,,,
1587,438,,,,False,0.546353,,,,,,,,
1587,439,,,,False,0.588612,,,,,,,,
1587,440,False,"{'users': [['account', 'name'], [12, '13']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [15, 12, 10000, '1000-01-21'], [14, 12, 1, '1000-01-22']]}",0.469417,False,0.512833,3.0,1.0,0.0,[3],[9],"[0.022013, 0.017071]",9.0,[4]
1587,441,,,,False,0.549072,,,,,,,,
1587,442,,,,False,0.5904670000000001,,,,,,,,
1587,443,,,,True,0.363768,,,,,,,,
1587,444,,,,False,0.54583,,,,,,,,
1587,445,,,,False,0.5405989999999999,,,,,,,,
1587,446,,,,False,0.557923,,,,,,,,
1587,447,,,,False,0.508431,,,,,,,,
1587,448,,,,True,0.361206,,,,,,,,
1587,449,,,,False,0.512316,,,,,,,,
1587,450,,,,False,0.552834,,,,,,,,
1587,451,,,,False,0.323132,,,,,,,,
1587,452,,,,False,0.576408,,,,,,,,
1587,453,False,"{'users': [['account', 'name'], [14, '15']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on']]}",0.250427,False,0.595542,3.0,1.0,0.0,[3],[9],"[0.013058, 0.020346]",9.0,[4]
1587,454,,,,False,0.593572,,,,,,,,
1587,455,,,,False,0.583,,,,,,,,
1587,456,,,,False,0.535785,,,,,,,,
1587,457,,,,False,0.522632,,,,,,,,
1587,458,,,,False,0.547801,,,,,,,,
1587,459,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [17, None, 9432, None], [10, None, 569, '1000-01-17']]}",0.346517,False,0.601264,3.0,1.0,0.0,[3],[7],"[0.108808, 0.019372]",7.0,[4]
1587,460,,,,False,0.5631849999999999,,,,,,,,
1587,461,,,,False,0.567543,,,,,,,,
1587,462,,,,False,0.53257,,,,,,,,
1587,463,,,,True,0.374179,,,,,,,,
1587,464,,,,True,0.364245,,,,,,,,
1587,465,,,,False,,,,,,,,,
1587,466,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, None]]}",0.103124,False,0.621678,3.0,1.0,0.0,[3],[7],"[0.014693, 0.012045]",7.0,[4]
1587,467,,,,False,0.5173490000000001,,,,,,,,
1587,468,,,,True,0.378655,,,,,,,,
1587,469,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",0.172779,False,0.593076,3.0,1.0,0.0,[3],[7],"[0.013489, 0.00601]",7.0,[4]
1587,470,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [19, None, 10001, '1000-01-22'], [12, None, 0, '1000-01-19']]}",0.126727,False,0.583039,3.0,1.0,0.0,[3],[7],"[0.003019, 0.006126]",7.0,[4]
1587,471,,,,False,0.58842,,,,,,,,
1587,472,,,,False,0.599641,,,,,,,,
1587,473,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",0.230618,False,0.308549,3.0,1.0,0.0,[3],[9],"[0.011925, 0.025577]",9.0,[4]
1587,474,,,,False,0.586666,,,,,,,,
1587,475,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",0.119609,False,0.5848530000000001,3.0,1.0,0.0,[3],[7],"[0.002932, 0.005851]",7.0,[4]
1587,476,,,,True,0.378987,,,,,,,,
1587,477,,,,False,0.515108,,,,,,,,
1587,478,,,,False,0.5585249999999999,,,,,,,,
1587,479,,,,False,0.583933,,,,,,,,
1587,480,,,,False,0.551081,,,,,,,,
1587,481,,,,False,0.5934520000000001,,,,,,,,
1587,482,,,,False,0.5190159999999999,,,,,,,,
1587,483,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",1.071626,False,0.5965969999999999,3.0,1.0,0.0,[3],[7],"[0.027029, 0.113688]",7.0,[4]
1587,484,,,,True,0.358612,,,,,,,,
1587,485,,,,False,0.5586439999999999,,,,,,,,
1587,486,,,,False,0.541149,,,,,,,,
1587,487,,,,False,0.51473,,,,,,,,
1587,488,,,,False,0.514566,,,,,,,,
1587,489,,,,False,0.538056,,,,,,,,
1587,490,,,,False,0.618679,,,,,,,,
1587,491,,,,False,0.5419660000000001,,,,,,,,
1587,492,,,,False,0.564687,,,,,,,,
1587,493,,,,False,0.592687,,,,,,,,
1587,494,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [19, None, 10001, '1000-01-22'], [12, None, 0, '1000-01-19']]}",0.332107,False,0.575411,3.0,1.0,0.0,[3],[7],"[0.014406, 0.018159]",7.0,[4]
1587,495,,,,False,0.345772,,,,,,,,
1587,496,,,,False,0.568809,,,,,,,,
1587,497,,,,False,0.588857,,,,,,,,
1587,498,,,,False,0.610147,,,,,,,,
1587,499,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",0.297069,False,0.5982,3.0,1.0,0.0,[3],[7],"[0.013828, 0.027672]",7.0,[4]
1587,500,,,,True,0.415237,,,,,,,,
1587,501,,,,False,0.512598,,,,,,,,
1587,502,,,,False,0.5687789999999999,,,,,,,,
1587,503,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, None]]}",1.06314,False,0.604631,3.0,1.0,0.0,[3],[7],"[0.180198, 0.102133]",7.0,[4]
1587,504,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",0.152753,False,0.549003,3.0,1.0,0.0,[3],[9],"[0.002701, 0.004579]",9.0,[4]
1587,505,,,,False,0.641406,,,,,,,,
1587,506,,,,True,0.3864229999999999,,,,,,,,
1587,507,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [15, None, 10001, '1000-01-19']]}",1.516667,False,0.613849,3.0,1.0,0.0,[3],[8],"[0.0134, 0.10827]",8.0,[4]
1587,508,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",0.231778,False,0.615917,3.0,1.0,0.0,[3],[7],"[0.002912, 0.005603]",7.0,[4]
1587,509,,,,False,0.571768,,,,,,,,
1587,510,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",1.167233,False,0.562527,3.0,1.0,0.0,[3],[8],"[0.035385, 0.073431]",8.0,[4]
1587,511,,,,False,0.535922,,,,,,,,
1587,512,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10001, None]]}",1.536622,False,0.620576,3.0,1.0,0.0,[3],[7],"[0.146237, 0.034825]",7.0,[4]
1587,513,,,,False,,,,,,,,,
1587,514,,,,False,0.590888,,,,,,,,
1587,515,,,,False,0.57795,,,,,,,,
1587,516,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10001, None]]}",0.385484,False,0.60162,3.0,1.0,0.0,[3],[7],"[0.016558, 0.0185]",7.0,[4]
1587,517,,,,False,0.343446,,,,,,,,
1587,518,,,,False,0.553588,,,,,,,,
1587,519,,,,True,0.381283,,,,,,,,
1587,520,,,,False,0.52162,,,,,,,,
1587,521,,,,False,0.547179,,,,,,,,
1587,522,,,,False,0.577435,,,,,,,,
1587,523,,,,False,0.55694,,,,,,,,
1587,524,,,,False,0.5044919999999999,,,,,,,,
1587,525,,,,True,0.396439,,,,,,,,
1587,526,,,,False,0.549744,,,,,,,,
1587,527,,,,False,0.553545,,,,,,,,
1587,528,,,,False,0.5033259999999999,,,,,,,,
1587,529,,,,False,0.5185759999999999,,,,,,,,
1587,530,,,,False,0.5754870000000001,,,,,,,,
1587,531,,,,False,0.588627,,,,,,,,
1587,532,,,,False,0.544853,,,,,,,,
1587,533,,,,True,0.366845,,,,,,,,
1587,534,,,,False,0.588688,,,,,,,,
1587,535,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",2.015836,False,0.6025670000000001,3.0,1.0,0.0,[3],[7],"[0.089359, 0.242679]",7.0,[4]
1587,536,,,,True,0.395547,,,,,,,,
1587,537,,,,False,0.502755,,,,,,,,
1587,538,,,,False,0.543964,,,,,,,,
1587,539,,,,False,0.361117,,,,,,,,
1587,540,,,,False,0.610378,,,,,,,,
1587,541,,,,False,0.553116,,,,,,,,
1587,542,,,,False,0.5639149999999999,,,,,,,,
1587,543,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",1.004051,False,0.540254,3.0,1.0,0.0,[3],[8],"[0.105615, 0.174321]",8.0,[4]
1587,544,,,,False,0.5333829999999999,,,,,,,,
1587,545,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",0.163782,False,0.584662,3.0,1.0,0.0,[3],[7],"[0.017106, 0.023422]",7.0,[4]
1587,546,,,,False,0.536631,,,,,,,,
1587,547,,,,False,0.548783,,,,,,,,
1587,548,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, None]]}",0.595838,False,0.6107130000000001,3.0,1.0,0.0,[3],[7],"[0.188701, 0.026572]",7.0,[4]
1587,549,,,,False,0.55975,,,,,,,,
1587,550,,,,False,0.5545519999999999,,,,,,,,
1587,551,,,,False,0.550273,,,,,,,,
1587,552,,,,False,0.5220849999999999,,,,,,,,
1587,553,,,,False,0.562539,,,,,,,,
1587,554,,,,False,0.625162,,,,,,,,
1587,555,,,,False,0.561334,,,,,,,,
1587,556,,,,False,0.5331509999999999,,,,,,,,
1587,557,,,,False,0.5486880000000001,,,,,,,,
1587,558,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [19, None, 10001, '1000-01-22'], [12, None, 0, '1000-01-19']]}",0.339067,False,0.592128,3.0,1.0,0.0,[3],[7],"[0.138228, 0.01367]",7.0,[4]
1587,559,,,,False,0.5569109999999999,,,,,,,,
1587,560,,,,False,0.548833,,,,,,,,
1587,561,,,,False,0.329988,,,,,,,,
1587,562,,,,True,0.383506,,,,,,,,
1587,563,,,,False,0.585431,,,,,,,,
1587,564,,,,False,,,,,,,,,
1587,565,,,,False,0.586835,,,,,,,,
1587,566,,,,False,1.153326,,,,,,,,
1587,567,,,,False,0.569033,,,,,,,,
1587,568,,,,False,0.597874,,,,,,,,
1587,569,,,,False,0.577879,,,,,,,,
1587,570,,,,False,0.591959,,,,,,,,
1587,571,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10000, '1000-01-19'], [21, None, None, None]]}",0.155876,True,0.405505,3.0,1.0,0.0,[3],[7],"[0.009409, 0.005879]",7.0,[4]
1587,572,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10834, '1000-01-19'], [21, None, -833, None]]}",0.131283,False,0.599059,3.0,1.0,0.0,[3],[7],"[0.002931, 0.005788]",7.0,[4]
1587,573,,,,False,0.571824,,,,,,,,
1587,574,,,,False,0.6094620000000001,,,,,,,,
1587,575,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10001, None, 10001, None]]}",0.252471,False,0.539963,3.0,1.0,0.0,[3],[8],"[0.015494, 0.029218]",8.0,[4]
1587,576,,,,False,0.57194,,,,,,,,
1587,577,,,,False,0.538761,,,,,,,,
1587,578,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10001, None], [19, None, None, None]]}",0.81625,False,0.58241,3.0,1.0,0.0,[3],[7],"[0.041146, 0.024467]",7.0,[4]
1587,579,,,,False,0.5721149999999999,,,,,,,,
1587,580,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10001, '1000-01-19'], [21, None, None, '1000-01-25']]}",0.130313,False,0.607697,3.0,1.0,0.0,[3],[7],"[0.012017, 0.016423]",7.0,[4]
1587,581,,,,False,0.583929,,,,,,,,
1587,582,,,,False,0.562769,,,,,,,,
1587,583,,,,False,0.321895,,,,,,,,
1587,584,,,,False,0.552888,,,,,,,,
1587,585,,,,False,0.592283,,,,,,,,
1587,586,,,,False,0.5568919999999999,,,,,,,,
1587,587,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [19, None, 10000, '1000-01-22'], [12, None, 0, '1000-01-19']]}",0.137447,True,0.399727,3.0,1.0,0.0,[3],[7],"[0.003554, 0.006148]",7.0,[4]
1587,588,,,,False,0.569777,,,,,,,,
1587,589,,,,True,0.386078,,,,,,,,
1587,590,,,,False,0.5821270000000001,,,,,,,,
1587,591,,,,False,0.582087,,,,,,,,
1587,592,,,,False,0.593946,,,,,,,,
1587,593,,,,False,0.61961,,,,,,,,
1587,594,,,,False,0.554964,,,,,,,,
1587,595,,,,False,0.618425,,,,,,,,
1587,596,,,,False,0.565838,,,,,,,,
1587,597,,,,False,0.563993,,,,,,,,
1587,598,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10834, '1000-01-19'], [21, None, -833, None]]}",0.553094,False,0.614156,3.0,1.0,0.0,[3],[7],"[0.013611, 0.371143]",7.0,[4]
1587,599,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [10, None, 10000, None]]}",0.144959,True,0.397099,3.0,1.0,0.0,[3],[7],"[0.002976, 0.007332]",7.0,[4]
1587,600,,,,False,0.546042,,,,,,,,
1587,601,,,,False,0.594972,,,,,,,,
1587,602,True,"{'users': [['account', 'name']], 'transactions': [['trans_id', 'account', 'amount', 'transacted_on'], [12, None, 10833, '1000-01-19'], [21, None, -833, None]]}",1.14378,True,0.392766,3.0,1.0,0.0,[3],[7],"[0.26098, 0.03082]",7.0,[4]
1587,603,,,,False,0.561058,,,,,,,,
1587,604,,,,False,0.59001,,,,,,,,
1587,605,,,,False,0.328238,,,,,,,,
1587,606,,,,True,0.380986,,,,,,,,
1587,607,,,,False,0.605302,,,,,,,,
1587,608,,,,False,0.595305,,,,,,,,
1587,609,,,,True,0.3666299999999999,,,,,,,,
1587,610,,,,False,0.558604,,,,,,,,
1587,611,,,,False,0.642936,,,,,,,,
